Cars,Construction,Unemployment,Newspapers,Jobs,Inflation,Aviation,Birthday,Business News,Loan,Real estate,elections,Car Loan,ehsaas program,Financial crisis,Weddings,budget,revenue,House Loan,Economy News,Travel,Fitness,subsidy,PSB,Interest,current account,Politics,parliament,protest,Economic crisis,stock market,trade,M0,Investment,World News,Crisis,Cinema,Credit,Textile,Tourism,Agriculture,Cigarette,CPI,government,Manufacturing,deficit,FMCG,Fast Food,Food,USAID,Recession,economic growth,Hotels,taxes,House for sale
0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
35,68,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,30,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,80,0,0,27,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,74,0,0,0,59,0,0
0,57,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
0,55,0,0,47,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,52,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
22,61,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
28,45,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,53,65,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
0,65,0,0,58,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
0,66,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,99,0,0,83,0,0,0,0,0,0,0,0,0,0,0,34,0,0
0,42,0,33,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,74,0,0,82,0,0,100,0,0,0,0,0,0,0,0,46,0,0
0,50,0,39,40,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
22,42,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,44,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
27,49,0,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,48,100,0,0,70,0,0,0,0,0,0,0,50,0,0,0,54,0,0
24,44,0,26,52,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,90,0,0,69,0,0,0,0,0,0,0,99,0,0,0,67,0,0
31,46,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,38,84,0,0,96,0,0,0,0,0,0,0,53,0,0,0,30,0,0
29,35,0,45,49,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,43,75,0,0,0,0,0,0,0,0,0,0,49,0,0,0,24,0,0
0,56,100,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,43,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
22,37,0,26,72,0,0,0,0,0,0,19,0,0,0,0,16,0,0,0,36,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,44,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
21,41,0,32,59,0,0,0,0,0,0,46,0,0,0,0,20,0,0,0,30,83,0,0,0,0,0,0,0,0,0,50,0,0,0,0,35,78,0,0,60,0,0,0,0,0,0,0,56,0,0,0,34,0,0
0,53,0,45,54,0,0,0,0,0,0,48,0,0,0,0,16,0,0,0,26,0,0,0,0,0,0,0,0,0,0,64,0,0,0,81,42,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
23,50,0,43,43,0,0,0,0,0,0,39,0,0,0,0,19,0,0,0,0,0,0,0,100,0,0,0,0,0,0,55,0,0,0,63,0,54,0,0,0,0,0,0,0,0,0,0,51,0,0,0,33,0,0
19,40,0,0,54,0,12,0,0,0,0,0,0,0,0,0,18,0,0,0,22,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,59,0,0,80,0,0,0,0,0,0,0,56,0,0,0,37,0,0
26,57,0,0,48,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,100,38,54,0,0,84,0,0,0,0,0,0,0,51,0,0,0,36,0,0
15,42,0,0,61,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,25,68,0,0,55,0,0,0,0,0,0,0,46,0,0,0,0,0,0
18,45,0,34,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,64,0,57,92,0,0,0,0,0,0,0,84,0,0,0,31,0,0
15,41,0,34,59,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,27,100,0,0,0,0,0,0,0,0,0,61,0,0,0,58,0,50,0,0,69,0,0,0,0,0,0,0,100,0,0,0,37,0,0
29,57,0,27,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,100,0,0,0,0,0,0,0,0,50,47,64,0,0,0,0,0,0,0,0,0,0,48,0,0,0,26,0,0
28,44,0,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,56,0,0,0,0,0,0,0,0,0,0,35,0,0,0,43,0,0
24,34,0,32,38,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,34,54,0,0,65,0,0,0,0,0,0,0,40,0,0,0,31,0,0
0,32,0,0,45,0,0,0,0,0,0,37,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,27,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
17,39,0,23,39,0,0,36,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,54,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
0,41,0,0,39,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,37,58,0,0,48,0,0,0,0,0,0,0,62,0,0,0,34,0,0
15,45,0,31,53,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,35,85,0,0,100,0,0,0,0,0,0,0,0,0,0,0,26,0,0
20,48,0,58,49,0,0,33,0,0,0,0,0,0,0,0,15,0,0,0,37,0,100,0,0,0,0,0,0,0,0,46,0,0,0,0,0,81,0,54,51,0,0,0,0,0,0,0,36,0,0,0,29,0,0
30,70,0,31,48,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,75,25,74,0,0,0,0,0,0,0,0,0,0,49,0,0,0,23,0,0
0,37,0,0,44,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,28,88,0,49,43,0,0,0,0,0,0,0,49,0,0,0,24,0,0
27,43,0,18,47,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,18,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,61,0,0,57,0,0,76,0,0,0,0,56,0,0,0,22,0,0
0,37,0,22,48,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,21,65,0,0,47,0,0,0,0,0,0,0,0,0,0,0,33,0,0
0,35,0,24,37,0,0,32,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,50,0,0,0,0,0,58,100,0,0,0,0,80,0,0,0,0,34,0,0,0,19,0,0
21,34,0,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,56,0,0,48,0,0,0,0,0,0,0,48,0,0,0,22,0,0
15,54,0,26,56,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,37,0,0,0,35,0,0
19,43,0,22,36,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,46,0,0,0,0,0,0,0,0,0,0,0,26,0,0
23,23,0,23,49,0,0,0,0,0,0,0,61,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,31,0,0,0,25,0,0
0,47,0,19,42,0,0,0,0,0,0,23,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,100,0,20,48,0,0,43,0,0,0,0,0,0,0,57,0,0,0,0,0,0
0,52,0,21,44,0,9,0,0,0,0,18,0,0,0,0,17,0,0,0,24,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,34,50,0,0,46,0,0,0,0,0,0,0,34,0,0,0,29,0,0
11,55,0,0,37,0,0,22,0,0,0,10,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,29,0,69,0,23,15,51,0,0,50,0,0,45,0,0,0,0,45,0,0,0,23,0,0
16,57,0,0,37,0,0,17,0,0,0,10,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,23,0,69,0,33,16,45,0,0,39,0,0,45,0,0,0,0,42,0,0,0,28,0,0
14,45,0,12,34,0,0,17,0,0,0,8,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,29,11,47,63,0,53,0,0,0,0,0,0,0,37,0,0,0,20,0,0
16,31,0,0,31,0,0,29,0,0,0,14,0,0,0,0,12,0,100,0,0,0,0,0,0,0,0,0,0,0,0,35,0,61,70,40,16,50,0,0,57,0,0,39,0,0,0,0,38,0,0,0,21,0,0
15,39,0,0,34,0,6,18,0,0,0,13,0,0,0,0,15,0,0,0,14,40,0,0,0,0,0,0,0,0,0,35,0,72,0,0,19,45,0,0,33,0,0,39,0,0,0,0,45,0,0,0,29,0,17
10,33,0,12,32,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,32,0,55,0,21,9,43,0,19,56,0,0,0,0,0,0,0,35,0,0,0,20,0,0
14,29,0,0,26,0,5,15,0,0,0,12,0,0,0,0,10,0,0,0,16,27,0,0,0,0,0,0,0,0,0,20,0,54,58,17,12,42,0,17,33,0,0,0,0,0,0,0,37,0,0,0,18,0,0
14,39,0,0,38,0,4,15,0,0,0,12,0,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,41,0,0,0,25,16,58,0,17,35,2,0,34,0,0,0,0,32,0,0,0,17,0,15
14,32,0,0,25,0,0,24,0,0,0,45,0,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,33,0,0,45,22,19,32,0,20,33,0,0,33,0,0,0,0,23,0,0,0,17,0,0
14,37,0,6,42,0,0,19,0,0,0,100,0,0,0,0,8,0,0,0,15,21,0,0,0,0,24,0,0,0,0,29,0,49,34,16,15,38,27,0,35,0,0,18,0,80,0,0,26,0,0,0,9,0,8
13,45,0,0,38,0,0,21,0,0,0,9,0,0,0,0,19,0,0,0,16,31,0,0,0,0,0,0,0,0,0,25,0,0,39,0,20,54,0,16,58,0,0,42,0,0,0,0,53,0,0,0,22,0,0
21,54,0,0,35,0,0,23,0,94,0,9,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,27,0,0,58,18,13,53,0,19,59,0,74,58,0,100,0,0,34,0,0,0,23,0,0
22,51,0,7,36,0,4,14,0,94,0,0,0,0,0,0,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,29,0,70,0,17,16,51,67,34,50,0,0,48,0,0,0,0,44,0,0,0,13,0,0
24,43,0,0,36,0,4,24,0,0,0,12,0,0,0,0,11,92,0,0,11,0,0,0,27,0,0,0,0,0,0,41,0,100,0,16,16,54,0,17,62,0,38,38,0,0,0,0,48,0,0,0,21,0,0
19,49,0,0,32,0,4,24,0,0,0,17,0,0,0,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,37,0,0,44,15,19,60,0,15,58,0,0,43,0,0,0,0,45,0,0,0,17,0,0
18,42,0,0,31,0,5,30,0,0,0,18,0,0,0,0,8,0,0,0,16,0,0,0,25,0,41,0,0,0,0,31,0,77,41,22,16,48,0,0,55,0,0,24,0,0,0,0,36,0,0,0,19,85,0
17,41,0,0,31,0,0,28,0,0,100,15,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,29,0,0,31,37,12,38,34,0,58,0,0,37,0,0,0,0,35,100,0,0,18,0,0
25,38,30,8,35,0,0,27,0,0,0,9,0,0,0,0,11,0,0,0,18,0,0,0,0,0,0,0,0,0,0,23,0,57,0,0,22,47,0,22,46,0,42,34,0,0,0,0,29,0,0,0,22,0,0
20,35,0,0,38,0,3,23,0,0,0,0,0,0,0,0,10,0,0,0,16,23,0,0,0,0,27,0,0,0,0,19,0,53,34,0,19,60,0,21,32,0,0,33,0,0,0,0,37,0,0,0,17,0,0
17,43,0,0,39,0,4,32,0,0,0,4,0,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,18,0,42,0,17,14,51,0,14,52,0,0,32,0,0,0,0,34,0,0,0,17,0,0
20,50,0,7,40,0,0,45,0,0,0,8,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,37,0,61,38,20,15,51,0,14,36,0,0,42,0,0,0,0,48,0,0,0,20,0,0
21,52,0,5,39,0,4,34,0,87,0,11,0,0,0,0,14,0,0,0,14,0,0,0,18,0,0,0,0,0,0,34,0,74,0,0,12,54,31,19,39,0,0,34,0,0,0,0,44,0,0,0,18,0,0
16,51,0,6,40,0,0,35,0,0,0,27,0,0,0,0,19,0,0,0,12,0,0,0,0,0,52,0,0,0,0,26,0,78,30,27,16,64,0,25,59,0,0,40,0,0,0,0,48,0,0,0,19,0,9
22,42,0,0,43,0,0,26,0,0,0,0,0,0,0,0,24,0,0,0,10,0,0,0,0,0,0,0,0,0,0,32,0,64,50,15,15,51,0,18,42,0,0,37,0,0,0,0,45,0,0,0,14,0,11
19,47,19,0,44,0,6,22,0,0,0,7,0,0,0,0,23,0,0,0,14,0,0,0,0,0,34,0,0,0,0,37,0,72,32,18,14,44,0,17,62,0,0,51,0,0,0,0,43,0,0,0,14,0,9
21,45,0,0,42,0,4,28,0,0,98,6,0,0,0,0,15,100,0,0,12,0,0,0,0,0,34,0,0,0,0,26,0,0,0,21,13,53,0,15,54,0,0,33,0,0,0,0,39,0,0,0,20,68,9
24,46,0,8,44,0,3,22,0,73,0,18,0,0,0,0,17,0,0,0,14,0,0,0,0,0,45,0,0,0,0,22,0,64,41,0,15,53,0,17,47,0,26,53,100,0,0,0,42,0,0,0,20,0,0
23,38,0,0,40,0,0,21,0,0,0,16,0,0,0,0,19,0,0,0,11,0,0,0,19,0,26,0,0,0,0,32,0,65,0,15,10,50,0,14,50,0,0,37,0,0,0,0,38,0,0,70,16,0,12
18,43,0,0,41,0,3,20,0,70,0,10,0,0,0,0,16,0,0,0,15,0,0,0,0,0,0,0,0,0,0,31,0,0,32,18,14,50,0,0,52,0,0,59,0,0,0,0,52,0,0,100,19,0,8
23,43,0,6,45,0,3,27,0,63,0,8,0,0,0,0,12,0,0,0,14,0,19,0,0,0,28,0,0,0,0,22,0,0,37,0,16,51,0,0,48,0,37,54,0,0,0,0,36,0,0,0,18,63,0
22,36,0,0,42,0,4,23,0,51,0,13,0,0,0,0,7,0,0,0,7,0,0,0,17,0,0,0,0,0,0,25,0,64,43,9,11,48,0,12,46,0,0,31,0,0,0,0,36,0,0,0,16,0,9
15,40,0,0,40,0,4,24,0,69,0,15,0,0,0,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,16,0,0,36,10,13,45,0,13,38,0,0,19,0,0,0,0,29,0,0,0,13,55,0
19,29,0,5,42,0,2,23,0,0,0,17,0,0,0,0,9,0,0,0,9,32,0,0,14,0,0,0,0,0,0,26,0,43,29,16,15,46,0,11,45,2,0,24,0,0,0,0,37,0,0,57,12,100,0
19,40,0,0,41,0,0,29,0,61,0,45,0,0,0,0,11,0,0,0,13,23,0,0,20,0,0,0,0,0,0,24,100,62,39,0,10,55,28,15,52,1,34,36,0,0,0,0,41,0,0,0,20,0,0
20,41,0,5,35,0,0,28,0,100,69,4,0,0,0,100,11,0,0,0,11,18,0,0,23,0,24,0,0,0,0,29,0,47,0,0,16,46,0,0,52,0,28,41,0,0,0,0,45,0,0,0,19,0,8
21,38,0,0,33,27,2,26,0,71,0,3,0,0,0,0,15,0,0,0,9,0,0,0,19,0,0,0,0,0,0,22,0,40,25,14,13,48,35,12,49,0,0,39,0,0,0,0,37,0,0,0,13,0,7
19,39,15,4,38,0,2,23,0,48,0,4,0,0,0,0,20,0,0,0,12,14,0,0,27,0,25,0,0,0,0,20,0,73,33,11,15,51,29,0,43,1,0,33,52,45,0,0,43,0,0,0,17,48,8
16,33,0,4,40,0,3,19,0,0,0,0,0,0,0,0,11,0,0,0,10,16,0,0,0,0,0,100,0,0,0,27,0,39,23,14,14,48,0,0,40,0,0,30,59,0,0,0,35,0,0,0,16,47,0
